mol_name,activity,potency
DECOY6713,Inactive,2
DECOY6714,Inactive,2
DECOY6715,Inactive,2
DECOY6716,Inactive,2
DECOY6717,Inactive,2
DECOY6718,Inactive,2
DECOY6719,Inactive,2
DECOY6720,Inactive,2
DECOY6721,Inactive,2
DECOY6722,Inactive,2
DECOY6723,Inactive,2
DECOY6724,Inactive,2
DECOY6725,Inactive,2
DECOY6726,Inactive,2
DECOY6727,Inactive,2
DECOY6728,Inactive,2
DECOY6729,Inactive,2
DECOY6730,Inactive,2
DECOY6731,Inactive,2
DECOY6732,Inactive,2
DECOY6733,Inactive,2
DECOY6734,Inactive,2
DECOY6735,Inactive,2
DECOY6736,Inactive,2
DECOY6737,Inactive,2
DECOY6738,Inactive,2
DECOY6739,Inactive,2
DECOY6740,Inactive,2
DECOY6741,Inactive,2
DECOY6742,Inactive,2
DECOY6743,Inactive,2
DECOY6744,Inactive,2
DECOY6745,Inactive,2
DECOY6746,Inactive,2
DECOY6747,Inactive,2
DECOY6748,Inactive,2
DECOY6749,Inactive,2
DECOY6750,Inactive,2
DECOY6751,Inactive,2
DECOY6752,Inactive,2
DECOY6753,Inactive,2
DECOY6754,Inactive,2
DECOY6755,Inactive,2
DECOY6756,Inactive,2
DECOY6757,Inactive,2
DECOY6758,Inactive,2
DECOY6759,Inactive,2
DECOY6760,Inactive,2
DECOY6761,Inactive,2
DECOY6762,Inactive,2
DECOY6763,Inactive,2
DECOY6764,Inactive,2
DECOY6765,Inactive,2
DECOY6766,Inactive,2
DECOY6767,Inactive,2
DECOY6768,Inactive,2
DECOY6769,Inactive,2
DECOY6770,Inactive,2
DECOY6771,Inactive,2
DECOY6772,Inactive,2
DECOY6773,Inactive,2
DECOY6774,Inactive,2
DECOY6775,Inactive,2
DECOY6776,Inactive,2
DECOY6777,Inactive,2
DECOY6778,Inactive,2
DECOY6779,Inactive,2
DECOY6780,Inactive,2
DECOY6781,Inactive,2
DECOY6782,Inactive,2
DECOY6783,Inactive,2
DECOY6784,Inactive,2
DECOY6785,Inactive,2
DECOY6786,Inactive,2
DECOY6787,Inactive,2
DECOY6788,Inactive,2
DECOY6789,Inactive,2
DECOY6790,Inactive,2
DECOY6791,Inactive,2
DECOY6792,Inactive,2
DECOY6793,Inactive,2
DECOY6794,Inactive,2
DECOY6795,Inactive,2
DECOY6796,Inactive,2
DECOY6797,Inactive,2
DECOY6798,Inactive,2
DECOY6799,Inactive,2
DECOY6800,Inactive,2
DECOY6801,Inactive,2
DECOY6802,Inactive,2
DECOY6803,Inactive,2
DECOY6804,Inactive,2
DECOY6805,Inactive,2
DECOY6806,Inactive,2
DECOY6807,Inactive,2
DECOY6808,Inactive,2
DECOY6809,Inactive,2
DECOY6810,Inactive,2
DECOY6811,Inactive,2
DECOY6812,Inactive,2
DECOY6813,Inactive,2
DECOY6814,Inactive,2
DECOY6815,Inactive,2
DECOY6816,Inactive,2
DECOY6817,Inactive,2
DECOY6818,Inactive,2
DECOY6819,Inactive,2
DECOY6820,Inactive,2
DECOY6821,Inactive,2
DECOY6822,Inactive,2
DECOY6823,Inactive,2
DECOY6824,Inactive,2
DECOY6825,Inactive,2
DECOY6826,Inactive,2
DECOY6827,Inactive,2
DECOY6828,Inactive,2
DECOY6829,Inactive,2
DECOY6830,Inactive,2
DECOY6831,Inactive,2
DECOY6832,Inactive,2
DECOY6833,Inactive,2
DECOY6834,Inactive,2
DECOY6835,Inactive,2
DECOY6836,Inactive,2
DECOY6837,Inactive,2
DECOY6838,Inactive,2
DECOY6839,Inactive,2
DECOY6840,Inactive,2
DECOY6841,Inactive,2
DECOY6842,Inactive,2
DECOY6843,Inactive,2
DECOY6844,Inactive,2
DECOY6845,Inactive,2
DECOY6846,Inactive,2
DECOY6847,Inactive,2
DECOY6848,Inactive,2
DECOY6849,Inactive,2
DECOY6850,Inactive,2
DECOY6851,Inactive,2
DECOY6852,Inactive,2
DECOY6853,Inactive,2
DECOY6854,Inactive,2
DECOY6855,Inactive,2
DECOY6856,Inactive,2
DECOY6857,Inactive,2
DECOY6858,Inactive,2
DECOY6859,Inactive,2
DECOY6860,Inactive,2
DECOY6861,Inactive,2
DECOY6862,Inactive,2
DECOY6863,Inactive,2
DECOY6864,Inactive,2
DECOY6865,Inactive,2
DECOY6866,Inactive,2
DECOY6867,Inactive,2
DECOY6868,Inactive,2
DECOY6869,Inactive,2
DECOY6870,Inactive,2
DECOY6871,Inactive,2
DECOY6872,Inactive,2
DECOY6873,Inactive,2
DECOY6874,Inactive,2
DECOY6875,Inactive,2
DECOY6876,Inactive,2
DECOY6877,Inactive,2
DECOY6878,Inactive,2
DECOY6879,Inactive,2
DECOY6880,Inactive,2
DECOY6881,Inactive,2
DECOY6882,Inactive,2
DECOY6883,Inactive,2
DECOY6884,Inactive,2
DECOY6885,Inactive,2
DECOY6886,Inactive,2
DECOY6887,Inactive,2
DECOY6888,Inactive,2
DECOY6889,Inactive,2
DECOY6890,Inactive,2
DECOY6891,Inactive,2
DECOY6892,Inactive,2
DECOY6893,Inactive,2
DECOY6894,Inactive,2
DECOY6895,Inactive,2
DECOY6896,Inactive,2
DECOY6897,Inactive,2
DECOY6898,Inactive,2
DECOY6899,Inactive,2
DECOY6900,Inactive,2
DECOY6901,Inactive,2
DECOY6902,Inactive,2
DECOY6903,Inactive,2
DECOY6904,Inactive,2
DECOY6905,Inactive,2
DECOY6906,Inactive,2
DECOY6907,Inactive,2
DECOY6908,Inactive,2
DECOY6909,Inactive,2
DECOY6910,Inactive,2
DECOY6911,Inactive,2
DECOY6912,Inactive,2
DECOY6913,Inactive,2
DECOY6914,Inactive,2
DECOY6915,Inactive,2
DECOY6916,Inactive,2
DECOY6917,Inactive,2
DECOY6918,Inactive,2
DECOY6919,Inactive,2
DECOY6920,Inactive,2
DECOY6921,Inactive,2
DECOY6922,Inactive,2
DECOY6923,Inactive,2
DECOY6924,Inactive,2
DECOY6925,Inactive,2
DECOY6926,Inactive,2
DECOY6927,Inactive,2
DECOY6928,Inactive,2
DECOY6929,Inactive,2
DECOY6930,Inactive,2
DECOY6931,Inactive,2
DECOY6932,Inactive,2
DECOY6933,Inactive,2
DECOY6934,Inactive,2
DECOY6935,Inactive,2
DECOY6936,Inactive,2
DECOY6937,Inactive,2
DECOY6938,Inactive,2
DECOY6939,Inactive,2
DECOY6940,Inactive,2
DECOY6941,Inactive,2
DECOY6942,Inactive,2
DECOY6943,Inactive,2
DECOY6944,Inactive,2
DECOY6945,Inactive,2
DECOY6946,Inactive,2
DECOY6947,Inactive,2
DECOY6948,Inactive,2
DECOY6949,Inactive,2
DECOY6950,Inactive,2
DECOY6951,Inactive,2
DECOY6952,Inactive,2
DECOY6953,Inactive,2
DECOY6954,Inactive,2
DECOY6955,Inactive,2
DECOY6956,Inactive,2
DECOY6957,Inactive,2
DECOY6958,Inactive,2
DECOY6959,Inactive,2
DECOY6960,Inactive,2
DECOY6961,Inactive,2
DECOY6962,Inactive,2
DECOY6963,Inactive,2
DECOY6964,Inactive,2
DECOY6965,Inactive,2
DECOY6966,Inactive,2
DECOY6967,Inactive,2
DECOY6968,Inactive,2
DECOY6969,Inactive,2
DECOY6970,Inactive,2
DECOY6971,Inactive,2
DECOY6972,Inactive,2
DECOY6973,Inactive,2
DECOY6974,Inactive,2
DECOY6975,Inactive,2
DECOY6976,Inactive,2
DECOY6977,Inactive,2
DECOY6978,Inactive,2
DECOY6979,Inactive,2
DECOY6980,Inactive,2
DECOY6981,Inactive,2
DECOY6982,Inactive,2
DECOY6983,Inactive,2
DECOY6984,Inactive,2
DECOY6985,Inactive,2
DECOY6986,Inactive,2
DECOY6987,Inactive,2
DECOY6988,Inactive,2
DECOY6989,Inactive,2
DECOY6990,Inactive,2
DECOY6991,Inactive,2
DECOY6992,Inactive,2
DECOY6993,Inactive,2
DECOY6994,Inactive,2
DECOY6995,Inactive,2
DECOY6996,Inactive,2
DECOY6997,Inactive,2
DECOY6998,Inactive,2
DECOY6999,Inactive,2
DECOY7000,Inactive,2
DECOY7001,Inactive,2
DECOY7002,Inactive,2
DECOY7003,Inactive,2
DECOY7004,Inactive,2
DECOY7005,Inactive,2
DECOY7006,Inactive,2
DECOY7007,Inactive,2
DECOY7008,Inactive,2
DECOY7009,Inactive,2
DECOY7010,Inactive,2
DECOY7011,Inactive,2
DECOY7012,Inactive,2
DECOY7013,Inactive,2
DECOY7014,Inactive,2
DECOY7015,Inactive,2
DECOY7016,Inactive,2
DECOY7017,Inactive,2
DECOY7018,Inactive,2
DECOY7019,Inactive,2
DECOY7020,Inactive,2
DECOY7021,Inactive,2
DECOY7022,Inactive,2
DECOY7023,Inactive,2
DECOY7024,Inactive,2
DECOY7025,Inactive,2
DECOY7026,Inactive,2
DECOY7027,Inactive,2
DECOY7028,Inactive,2
DECOY7029,Inactive,2
DECOY7030,Inactive,2
DECOY7031,Inactive,2
DECOY7032,Inactive,2
DECOY7033,Inactive,2
DECOY7034,Inactive,2
DECOY7035,Inactive,2
DECOY7036,Inactive,2
DECOY7037,Inactive,2
DECOY7038,Inactive,2
DECOY7039,Inactive,2
DECOY7040,Inactive,2
DECOY7041,Inactive,2
DECOY7042,Inactive,2
DECOY7043,Inactive,2
DECOY7044,Inactive,2
DECOY7045,Inactive,2
DECOY7046,Inactive,2
DECOY7047,Inactive,2
DECOY7048,Inactive,2
DECOY7049,Inactive,2
DECOY7050,Inactive,2
DECOY7051,Inactive,2
DECOY7052,Inactive,2
DECOY7053,Inactive,2
DECOY7054,Inactive,2
DECOY7055,Inactive,2
DECOY7056,Inactive,2
DECOY7057,Inactive,2
DECOY7058,Inactive,2
DECOY7059,Inactive,2
DECOY7060,Inactive,2
DECOY7061,Inactive,2
DECOY7062,Inactive,2
DECOY7063,Inactive,2
DECOY7064,Inactive,2
DECOY7065,Inactive,2
DECOY7066,Inactive,2
DECOY7067,Inactive,2
DECOY7068,Inactive,2
DECOY7069,Inactive,2
DECOY7070,Inactive,2
DECOY7071,Inactive,2
DECOY7072,Inactive,2
DECOY7073,Inactive,2
DECOY7074,Inactive,2
DECOY7075,Inactive,2
DECOY7076,Inactive,2
DECOY7077,Inactive,2
DECOY7078,Inactive,2
DECOY7079,Inactive,2
DECOY7080,Inactive,2
DECOY7081,Inactive,2
DECOY7082,Inactive,2
DECOY7083,Inactive,2
DECOY7084,Inactive,2
DECOY7085,Inactive,2
DECOY7086,Inactive,2
DECOY7087,Inactive,2
DECOY7088,Inactive,2
DECOY7089,Inactive,2
DECOY7090,Inactive,2
DECOY7091,Inactive,2
DECOY7092,Inactive,2
DECOY7093,Inactive,2
DECOY7094,Inactive,2
DECOY7095,Inactive,2
DECOY7096,Inactive,2
DECOY7097,Inactive,2
DECOY7098,Inactive,2
DECOY7099,Inactive,2
DECOY7100,Inactive,2
DECOY7101,Inactive,2
DECOY7102,Inactive,2
DECOY7103,Inactive,2
DECOY7104,Inactive,2
DECOY7105,Inactive,2
DECOY7106,Inactive,2
DECOY7107,Inactive,2
DECOY7108,Inactive,2
DECOY7109,Inactive,2
DECOY7110,Inactive,2
DECOY7111,Inactive,2
DECOY7112,Inactive,2
DECOY7113,Inactive,2
DECOY7114,Inactive,2
DECOY7115,Inactive,2
DECOY7116,Inactive,2
DECOY7117,Inactive,2
DECOY7118,Inactive,2
DECOY7119,Inactive,2
DECOY7120,Inactive,2
DECOY7121,Inactive,2
DECOY7122,Inactive,2
DECOY7123,Inactive,2
DECOY7124,Inactive,2
DECOY7125,Inactive,2
DECOY7126,Inactive,2
DECOY7127,Inactive,2
DECOY7128,Inactive,2
DECOY7129,Inactive,2
DECOY7130,Inactive,2
DECOY7131,Inactive,2
DECOY7132,Inactive,2
DECOY7133,Inactive,2
DECOY7134,Inactive,2
DECOY7135,Inactive,2
DECOY7136,Inactive,2
DECOY7137,Inactive,2
DECOY7138,Inactive,2
DECOY7139,Inactive,2
DECOY7140,Inactive,2
DECOY7141,Inactive,2
DECOY7142,Inactive,2
DECOY7143,Inactive,2
DECOY7144,Inactive,2
DECOY7145,Inactive,2
DECOY7146,Inactive,2
DECOY7147,Inactive,2
DECOY7148,Inactive,2
DECOY7149,Inactive,2
DECOY7150,Inactive,2
DECOY7151,Inactive,2
DECOY7152,Inactive,2
DECOY7153,Inactive,2
DECOY7154,Inactive,2
DECOY7155,Inactive,2
DECOY7156,Inactive,2
DECOY7157,Inactive,2
DECOY7158,Inactive,2
DECOY7159,Inactive,2
DECOY7160,Inactive,2
DECOY7161,Inactive,2
DECOY7162,Inactive,2
DECOY7163,Inactive,2
DECOY7164,Inactive,2
DECOY7165,Inactive,2
DECOY7166,Inactive,2
DECOY7167,Inactive,2
DECOY7168,Inactive,2
DECOY7169,Inactive,2
DECOY7170,Inactive,2
DECOY7171,Inactive,2
DECOY7172,Inactive,2
DECOY7173,Inactive,2
DECOY7174,Inactive,2
DECOY7175,Inactive,2
DECOY7176,Inactive,2
DECOY7177,Inactive,2
DECOY7178,Inactive,2
DECOY7179,Inactive,2
DECOY7180,Inactive,2
DECOY7181,Inactive,2
DECOY7182,Inactive,2
DECOY7183,Inactive,2
DECOY7184,Inactive,2
DECOY7185,Inactive,2
DECOY7186,Inactive,2
DECOY7187,Inactive,2
DECOY7188,Inactive,2
DECOY7189,Inactive,2
DECOY7190,Inactive,2
DECOY7191,Inactive,2
DECOY7192,Inactive,2
DECOY7193,Inactive,2
DECOY7194,Inactive,2
DECOY7195,Inactive,2
DECOY7196,Inactive,2
DECOY7197,Inactive,2
DECOY7198,Inactive,2
DECOY7199,Inactive,2
DECOY7200,Inactive,2
DECOY7201,Inactive,2
DECOY7202,Inactive,2
DECOY7203,Inactive,2
DECOY7204,Inactive,2
DECOY7205,Inactive,2
DECOY7206,Inactive,2
DECOY7207,Inactive,2
DECOY7208,Inactive,2
DECOY7209,Inactive,2
DECOY7210,Inactive,2
DECOY7211,Inactive,2
DECOY7212,Inactive,2
DECOY7213,Inactive,2
DECOY7214,Inactive,2
DECOY7215,Inactive,2
DECOY7216,Inactive,2
DECOY7217,Inactive,2
DECOY7218,Inactive,2
DECOY7219,Inactive,2
DECOY7220,Inactive,2
DECOY7221,Inactive,2
DECOY7222,Inactive,2
DECOY7223,Inactive,2
DECOY7224,Inactive,2
DECOY7225,Inactive,2
DECOY7226,Inactive,2
DECOY7227,Inactive,2
DECOY7228,Inactive,2
DECOY7229,Inactive,2
DECOY7230,Inactive,2
DECOY7231,Inactive,2
DECOY7232,Inactive,2
DECOY7233,Inactive,2
DECOY7234,Inactive,2
DECOY7235,Inactive,2
DECOY7236,Inactive,2
DECOY7237,Inactive,2
DECOY7238,Inactive,2
DECOY7239,Inactive,2
DECOY7240,Inactive,2
DECOY7241,Inactive,2
DECOY7242,Inactive,2
DECOY7243,Inactive,2
DECOY7244,Inactive,2
DECOY7245,Inactive,2
DECOY7246,Inactive,2
DECOY7247,Inactive,2
DECOY7248,Inactive,2
DECOY7249,Inactive,2
DECOY7250,Inactive,2
DECOY7251,Inactive,2
DECOY7252,Inactive,2
DECOY7253,Inactive,2
DECOY7254,Inactive,2
DECOY7255,Inactive,2
DECOY7256,Inactive,2
DECOY7257,Inactive,2
DECOY7258,Inactive,2
DECOY7259,Inactive,2
DECOY7260,Inactive,2
DECOY7261,Inactive,2
DECOY7262,Inactive,2
DECOY7263,Inactive,2
DECOY7264,Inactive,2
DECOY7265,Inactive,2
DECOY7266,Inactive,2
DECOY7267,Inactive,2
DECOY7268,Inactive,2
DECOY7269,Inactive,2
DECOY7270,Inactive,2
DECOY7271,Inactive,2
DECOY7272,Inactive,2
DECOY7273,Inactive,2
DECOY7274,Inactive,2
DECOY7275,Inactive,2
DECOY7276,Inactive,2
DECOY7277,Inactive,2
DECOY7278,Inactive,2
DECOY7279,Inactive,2
DECOY7280,Inactive,2
DECOY7281,Inactive,2
DECOY7282,Inactive,2
DECOY7283,Inactive,2
DECOY7284,Inactive,2
DECOY7285,Inactive,2
DECOY7286,Inactive,2
DECOY7287,Inactive,2
DECOY7288,Inactive,2
DECOY7289,Inactive,2
DECOY7290,Inactive,2
DECOY7291,Inactive,2
DECOY7292,Inactive,2
DECOY7293,Inactive,2
DECOY7294,Inactive,2
DECOY7295,Inactive,2
DECOY7296,Inactive,2
DECOY7297,Inactive,2
DECOY7298,Inactive,2
DECOY7299,Inactive,2
DECOY7300,Inactive,2
DECOY7301,Inactive,2
DECOY7302,Inactive,2
DECOY7303,Inactive,2
DECOY7304,Inactive,2
DECOY7305,Inactive,2
DECOY7306,Inactive,2
DECOY7307,Inactive,2
DECOY7308,Inactive,2
DECOY7309,Inactive,2
DECOY7310,Inactive,2
DECOY7311,Inactive,2
DECOY7312,Inactive,2
DECOY7313,Inactive,2
DECOY7314,Inactive,2
DECOY7315,Inactive,2
DECOY7316,Inactive,2
DECOY7317,Inactive,2
DECOY7318,Inactive,2
DECOY7319,Inactive,2
DECOY7320,Inactive,2
DECOY7321,Inactive,2
DECOY7322,Inactive,2
DECOY7323,Inactive,2
DECOY7324,Inactive,2
DECOY7325,Inactive,2
DECOY7326,Inactive,2
DECOY7327,Inactive,2
DECOY7328,Inactive,2
DECOY7329,Inactive,2
DECOY7330,Inactive,2
DECOY7331,Inactive,2
DECOY7332,Inactive,2
DECOY7333,Inactive,2
DECOY7334,Inactive,2
DECOY7335,Inactive,2
DECOY7336,Inactive,2
DECOY7337,Inactive,2
DECOY7338,Inactive,2
DECOY7339,Inactive,2
DECOY7340,Inactive,2
DECOY7341,Inactive,2
DECOY7342,Inactive,2
DECOY7343,Inactive,2
DECOY7344,Inactive,2
DECOY7345,Inactive,2
DECOY7346,Inactive,2
DECOY7347,Inactive,2
DECOY7348,Inactive,2
DECOY7349,Inactive,2
DECOY7350,Inactive,2
DECOY7351,Inactive,2
DECOY7352,Inactive,2
DECOY7353,Inactive,2
DECOY7354,Inactive,2
DECOY7355,Inactive,2
DECOY7356,Inactive,2
DECOY7357,Inactive,2
DECOY7358,Inactive,2
DECOY7359,Inactive,2
DECOY7360,Inactive,2
DECOY7361,Inactive,2
DECOY7362,Inactive,2
DECOY7363,Inactive,2
DECOY7364,Inactive,2
DECOY7365,Inactive,2
DECOY7366,Inactive,2
DECOY7367,Inactive,2
DECOY7368,Inactive,2
DECOY7369,Inactive,2
DECOY7370,Inactive,2
DECOY7371,Inactive,2
DECOY7372,Inactive,2
DECOY7373,Inactive,2
DECOY7374,Inactive,2
DECOY7375,Inactive,2
DECOY7376,Inactive,2
DECOY7377,Inactive,2
DECOY7378,Inactive,2
DECOY7379,Inactive,2
DECOY7380,Inactive,2
DECOY7381,Inactive,2
DECOY7382,Inactive,2
DECOY7383,Inactive,2
DECOY7384,Inactive,2
DECOY7385,Inactive,2
DECOY7386,Inactive,2
DECOY7387,Inactive,2
DECOY7388,Inactive,2
DECOY7389,Inactive,2
DECOY7390,Inactive,2
DECOY7391,Inactive,2
DECOY7392,Inactive,2
DECOY7393,Inactive,2
DECOY7394,Inactive,2
DECOY7395,Inactive,2
DECOY7396,Inactive,2
DECOY7397,Inactive,2
DECOY7398,Inactive,2
DECOY7399,Inactive,2
DECOY7400,Inactive,2
DECOY7401,Inactive,2
DECOY7402,Inactive,2
DECOY7403,Inactive,2
DECOY7404,Inactive,2
DECOY7405,Inactive,2
DECOY7406,Inactive,2
DECOY7407,Inactive,2
DECOY7408,Inactive,2
DECOY7409,Inactive,2
DECOY7410,Inactive,2
DECOY7411,Inactive,2
DECOY7412,Inactive,2
DECOY7413,Inactive,2
DECOY7414,Inactive,2
DECOY7415,Inactive,2
DECOY7416,Inactive,2
DECOY7417,Inactive,2
DECOY7418,Inactive,2
DECOY7419,Inactive,2
DECOY7420,Inactive,2
DECOY7421,Inactive,2
DECOY7422,Inactive,2
DECOY7423,Inactive,2
DECOY7424,Inactive,2
DECOY7425,Inactive,2
DECOY7426,Inactive,2
DECOY7427,Inactive,2
DECOY7428,Inactive,2
DECOY7429,Inactive,2
DECOY7430,Inactive,2
DECOY7431,Inactive,2
DECOY7432,Inactive,2
DECOY7433,Inactive,2
DECOY7434,Inactive,2
DECOY7435,Inactive,2
DECOY7436,Inactive,2
DECOY7437,Inactive,2
DECOY7438,Inactive,2
DECOY7439,Inactive,2
DECOY7440,Inactive,2
DECOY7441,Inactive,2
DECOY7442,Inactive,2
DECOY7443,Inactive,2
DECOY7444,Inactive,2
DECOY7445,Inactive,2
DECOY7446,Inactive,2
DECOY7447,Inactive,2
DECOY7448,Inactive,2
DECOY7449,Inactive,2
DECOY7450,Inactive,2
DECOY7451,Inactive,2
DECOY7452,Inactive,2
DECOY7453,Inactive,2
DECOY7454,Inactive,2
DECOY7455,Inactive,2
DECOY7456,Inactive,2
DECOY7457,Inactive,2
DECOY7458,Inactive,2
DECOY7459,Inactive,2
DECOY7460,Inactive,2
DECOY7461,Inactive,2
DECOY7462,Inactive,2
DECOY7463,Inactive,2
DECOY7464,Inactive,2
DECOY7465,Inactive,2
DECOY7466,Inactive,2
DECOY7467,Inactive,2
DECOY7468,Inactive,2
DECOY7469,Inactive,2
DECOY7470,Inactive,2
DECOY7471,Inactive,2
DECOY7472,Inactive,2
DECOY7473,Inactive,2
DECOY7474,Inactive,2
DECOY7475,Inactive,2
DECOY7476,Inactive,2
DECOY7477,Inactive,2
DECOY7478,Inactive,2
DECOY7479,Inactive,2
DECOY7480,Inactive,2
DECOY7481,Inactive,2
DECOY7482,Inactive,2
DECOY7483,Inactive,2
DECOY7484,Inactive,2
DECOY7485,Inactive,2
DECOY7486,Inactive,2
DECOY7487,Inactive,2
DECOY7488,Inactive,2
DECOY7489,Inactive,2
DECOY7490,Inactive,2
DECOY7491,Inactive,2
DECOY7492,Inactive,2
DECOY7493,Inactive,2
DECOY7494,Inactive,2
DECOY7495,Inactive,2
DECOY7496,Inactive,2
DECOY7497,Inactive,2
DECOY7498,Inactive,2
DECOY7499,Inactive,2
DECOY7500,Inactive,2
DECOY7501,Inactive,2
DECOY7502,Inactive,2
DECOY7503,Inactive,2
DECOY7504,Inactive,2
DECOY7505,Inactive,2
DECOY7506,Inactive,2
DECOY7507,Inactive,2
DECOY7508,Inactive,2
DECOY7509,Inactive,2
DECOY7510,Inactive,2
DECOY7511,Inactive,2
DECOY7512,Inactive,2
DECOY7513,Inactive,2
DECOY7514,Inactive,2
DECOY7515,Inactive,2
DECOY7516,Inactive,2
DECOY7517,Inactive,2
DECOY7518,Inactive,2
DECOY7519,Inactive,2
DECOY7520,Inactive,2
DECOY7521,Inactive,2
DECOY7522,Inactive,2
DECOY7523,Inactive,2
DECOY7524,Inactive,2
DECOY7525,Inactive,2
DECOY7526,Inactive,2
DECOY7527,Inactive,2
DECOY7528,Inactive,2
DECOY7529,Inactive,2
DECOY7530,Inactive,2
DECOY7531,Inactive,2
DECOY7532,Inactive,2
DECOY7533,Inactive,2
DECOY7534,Inactive,2
DECOY7535,Inactive,2
DECOY7536,Inactive,2
DECOY7537,Inactive,2
DECOY7538,Inactive,2
DECOY7539,Inactive,2
DECOY7540,Inactive,2
DECOY7541,Inactive,2
DECOY7542,Inactive,2
DECOY7543,Inactive,2
DECOY7544,Inactive,2
DECOY7545,Inactive,2
DECOY7546,Inactive,2
DECOY7547,Inactive,2
DECOY7548,Inactive,2
DECOY7549,Inactive,2
DECOY7550,Inactive,2
DECOY7551,Inactive,2
DECOY7552,Inactive,2
DECOY7553,Inactive,2
DECOY7554,Inactive,2
DECOY7555,Inactive,2
DECOY7556,Inactive,2
DECOY7557,Inactive,2
DECOY7558,Inactive,2
DECOY7559,Inactive,2
DECOY7560,Inactive,2
DECOY7561,Inactive,2
DECOY7562,Inactive,2
DECOY7563,Inactive,2
DECOY7564,Inactive,2
DECOY7565,Inactive,2
DECOY7566,Inactive,2
DECOY7567,Inactive,2
DECOY7568,Inactive,2
DECOY7569,Inactive,2
DECOY7570,Inactive,2
DECOY7571,Inactive,2
DECOY7572,Inactive,2
DECOY7573,Inactive,2
DECOY7574,Inactive,2
DECOY7575,Inactive,2
DECOY7576,Inactive,2
DECOY7577,Inactive,2
DECOY7578,Inactive,2
DECOY7579,Inactive,2
DECOY7580,Inactive,2
DECOY7581,Inactive,2
DECOY7582,Inactive,2
DECOY7583,Inactive,2
DECOY7584,Inactive,2
DECOY7585,Inactive,2
DECOY7586,Inactive,2
DECOY7587,Inactive,2
DECOY7588,Inactive,2
DECOY7589,Inactive,2
DECOY7590,Inactive,2
DECOY7591,Inactive,2
DECOY7592,Inactive,2
DECOY7593,Inactive,2
DECOY7594,Inactive,2
DECOY7595,Inactive,2
DECOY7596,Inactive,2
DECOY7597,Inactive,2
DECOY7598,Inactive,2
DECOY7599,Inactive,2
DECOY7600,Inactive,2
DECOY7601,Inactive,2
DECOY7602,Inactive,2
DECOY7603,Inactive,2
DECOY7604,Inactive,2
DECOY7605,Inactive,2
DECOY7606,Inactive,2
DECOY7607,Inactive,2
DECOY7608,Inactive,2
DECOY7609,Inactive,2
DECOY7610,Inactive,2
DECOY7611,Inactive,2
DECOY7612,Inactive,2
DECOY7613,Inactive,2
DECOY7614,Inactive,2
DECOY7615,Inactive,2
DECOY7616,Inactive,2
DECOY7617,Inactive,2
DECOY7618,Inactive,2
DECOY7619,Inactive,2
DECOY7620,Inactive,2
DECOY7621,Inactive,2
DECOY7622,Inactive,2
DECOY7623,Inactive,2
DECOY7624,Inactive,2
DECOY7625,Inactive,2
DECOY7626,Inactive,2
DECOY7627,Inactive,2
DECOY7628,Inactive,2
DECOY7629,Inactive,2
DECOY7630,Inactive,2
DECOY7631,Inactive,2
DECOY7632,Inactive,2
DECOY7633,Inactive,2
DECOY7634,Inactive,2
DECOY7635,Inactive,2
DECOY7636,Inactive,2
DECOY7637,Inactive,2
DECOY7638,Inactive,2
DECOY7639,Inactive,2
DECOY7640,Inactive,2
DECOY7641,Inactive,2
DECOY7642,Inactive,2
DECOY7643,Inactive,2
DECOY7644,Inactive,2
DECOY7645,Inactive,2
DECOY7646,Inactive,2
DECOY7647,Inactive,2
DECOY7648,Inactive,2
DECOY7649,Inactive,2
DECOY7650,Inactive,2
DECOY7651,Inactive,2
DECOY7652,Inactive,2
DECOY7653,Inactive,2
DECOY7654,Inactive,2
DECOY7655,Inactive,2
DECOY7656,Inactive,2
DECOY7657,Inactive,2
DECOY7658,Inactive,2
DECOY7659,Inactive,2
DECOY7660,Inactive,2
DECOY7661,Inactive,2
DECOY7662,Inactive,2
DECOY7663,Inactive,2
DECOY7664,Inactive,2
DECOY7665,Inactive,2
DECOY7666,Inactive,2
DECOY7667,Inactive,2
DECOY7668,Inactive,2
DECOY7669,Inactive,2
DECOY7670,Inactive,2
DECOY7671,Inactive,2
DECOY7672,Inactive,2
DECOY7673,Inactive,2
DECOY7674,Inactive,2
DECOY7675,Inactive,2
DECOY7676,Inactive,2
DECOY7677,Inactive,2
DECOY7678,Inactive,2
DECOY7679,Inactive,2
DECOY7680,Inactive,2
DECOY7681,Inactive,2
DECOY7682,Inactive,2
DECOY7683,Inactive,2
DECOY7684,Inactive,2
DECOY7685,Inactive,2
DECOY7686,Inactive,2
DECOY7687,Inactive,2
DECOY7688,Inactive,2
DECOY7689,Inactive,2
DECOY7690,Inactive,2
DECOY7691,Inactive,2
DECOY7692,Inactive,2
DECOY7693,Inactive,2
DECOY7694,Inactive,2
DECOY7695,Inactive,2
DECOY7696,Inactive,2
DECOY7697,Inactive,2
DECOY7698,Inactive,2
DECOY7699,Inactive,2
DECOY7700,Inactive,2
DECOY7701,Inactive,2
DECOY7702,Inactive,2
DECOY7703,Inactive,2
DECOY7704,Inactive,2
DECOY7705,Inactive,2
DECOY7706,Inactive,2
DECOY7707,Inactive,2
DECOY7708,Inactive,2
DECOY7709,Inactive,2
DECOY7710,Inactive,2
DECOY7711,Inactive,2
