mol_name,activity,potency
ZINC22033605,Inactive,
ZINC09436612,Inactive,
ZINC28183230,Inactive,
ZINC27304707,Inactive,
ZINC07490843,Inactive,
ZINC23871222,Inactive,
ZINC06616128,Inactive,
ZINC19828290,Inactive,
ZINC21814575,Inactive,
ZINC04805829,Inactive,
ZINC06590955,Inactive,
ZINC09243386,Inactive,
ZINC12295095,Inactive,
ZINC16958490,Inactive,
ZINC13561897,Inactive,
ZINC16040797,Inactive,
ZINC05808338,Inactive,
ZINC12681824,Inactive,
ZINC13030715,Inactive,
ZINC12273682,Inactive,
ZINC01662328,Inactive,
ZINC17327451,Inactive,
ZINC22078628,Inactive,
ZINC25557428,Inactive,
ZINC25152173,Inactive,
ZINC11119447,Inactive,
ZINC25575289,Inactive,
ZINC17063684,Inactive,
ZINC25148759,Inactive,
ZINC25154569,Inactive,
ZINC03288444,Inactive,
ZINC12639325,Inactive,
ZINC13849250,Inactive,
ZINC10334912,Inactive,
ZINC09164660,Inactive,
ZINC08671281,Inactive,
ZINC11115065,Inactive,
ZINC28793222,Inactive,
ZINC19854215,Inactive,
ZINC03430492,Inactive,
ZINC11992516,Inactive,
ZINC02366283,Inactive,
ZINC25393610,Inactive,
ZINC15319558,Inactive,
ZINC08899442,Inactive,
ZINC20052932,Inactive,
ZINC05371386,Inactive,
ZINC08919326,Inactive,
ZINC16791070,Inactive,
ZINC17263291,Inactive,
ZINC17224356,Inactive,
ZINC12274163,Inactive,
ZINC08384239,Inactive,
ZINC25770449,Inactive,
ZINC09699818,Inactive,
ZINC29875345,Inactive,
ZINC28296574,Inactive,
ZINC08980291,Inactive,
ZINC09360754,Inactive,
ZINC08715718,Inactive,
ZINC29868527,Inactive,
ZINC14151586,Inactive,
ZINC26823356,Inactive,
ZINC12638130,Inactive,
ZINC27769706,Inactive,
ZINC21122248,Inactive,
ZINC02174170,Inactive,
ZINC14862954,Inactive,
ZINC08441028,Inactive,
ZINC20603872,Inactive,
ZINC24198568,Inactive,
ZINC08950478,Inactive,
ZINC12566626,Inactive,
ZINC02094715,Inactive,
ZINC19105382,Inactive,
ZINC18985742,Inactive,
ZINC12640044,Inactive,
ZINC16680279,Inactive,
ZINC20032106,Inactive,
ZINC19957101,Inactive,
ZINC14114465,Inactive,
ZINC17204619,Inactive,
ZINC02967355,Inactive,
ZINC08847300,Inactive,
ZINC12018740,Inactive,
ZINC19898183,Inactive,
ZINC23896073,Inactive,
ZINC23198770,Inactive,
ZINC18250301,Inactive,
ZINC13561923,Inactive,
ZINC03276532,Inactive,
ZINC13602901,Inactive,
ZINC16949879,Inactive,
ZINC17018025,Inactive,
ZINC10664065,Inactive,
ZINC30726847,Inactive,
ZINC22375046,Inactive,
ZINC23463859,Inactive,
ZINC09003103,Inactive,
ZINC14953556,Inactive,
ZINC03224821,Inactive,
ZINC10581781,Inactive,
ZINC25734665,Inactive,
ZINC31004590,Inactive,
ZINC23587853,Inactive,
ZINC22724112,Inactive,
ZINC22678961,Inactive,
ZINC18826294,Inactive,
ZINC22979323,Inactive,
ZINC22614087,Inactive,
ZINC28096947,Inactive,
ZINC24417867,Inactive,
ZINC12984146,Inactive,
ZINC17181519,Inactive,
ZINC10677859,Inactive,
ZINC21226147,Inactive,
ZINC26025190,Inactive,
ZINC27561189,Inactive,
ZINC08654840,Inactive,
ZINC13568019,Inactive,
ZINC26427902,Inactive,
ZINC17250585,Inactive,
ZINC28298233,Inactive,
ZINC06228300,Inactive,
ZINC31477693,Inactive,
ZINC24205081,Inactive,
ZINC21332394,Inactive,
ZINC31467967,Inactive,
ZINC28269218,Inactive,
ZINC15839559,Inactive,
ZINC26118454,Inactive,
ZINC25555902,Inactive,
ZINC15157479,Inactive,
ZINC25254942,Inactive,
ZINC24958203,Inactive,
ZINC30853436,Inactive,
ZINC29897463,Inactive,
ZINC21994201,Inactive,
ZINC09911694,Inactive,
ZINC18050550,Inactive,
ZINC01151900,Inactive,
ZINC11869039,Inactive,
ZINC30436505,Inactive,
ZINC13505385,Inactive,
ZINC22984755,Inactive,
ZINC22713295,Inactive,
ZINC10384997,Inactive,
ZINC23553071,Inactive,
ZINC29695010,Inactive,
ZINC21475980,Inactive,
ZINC24952255,Inactive,
ZINC17219322,Inactive,
ZINC30791002,Inactive,
ZINC17144012,Inactive,
ZINC26231067,Inactive,
ZINC29229828,Inactive,
ZINC12045716,Inactive,
ZINC27999094,Inactive,
ZINC28399584,Inactive,
ZINC29493093,Inactive,
ZINC17653711,Inactive,
ZINC05439501,Inactive,
ZINC15414661,Inactive,
ZINC19791553,Inactive,
ZINC20065865,Inactive,
ZINC27080892,Inactive,
ZINC15319570,Inactive,
ZINC03872863,Inactive,
ZINC05940652,Inactive,
ZINC11926938,Inactive,
ZINC02075931,Inactive,
ZINC09425294,Inactive,
ZINC17005976,Inactive,
ZINC02062317,Inactive,
ZINC15780918,Inactive,
ZINC09078666,Inactive,
ZINC02185962,Inactive,
ZINC17958262,Inactive,
ZINC10783836,Inactive,
ZINC13899592,Inactive,
ZINC09475906,Inactive,
ZINC19898193,Inactive,
ZINC05371378,Inactive,
ZINC24905895,Inactive,
ZINC23461183,Inactive,
ZINC18961764,Inactive,
ZINC03018741,Inactive,
ZINC27476646,Inactive,
ZINC24788682,Inactive,
ZINC25522789,Inactive,
ZINC19825505,Inactive,
ZINC31518763,Inactive,
ZINC09241967,Inactive,
ZINC02083011,Inactive,
ZINC13950851,Inactive,
ZINC13643810,Inactive,
ZINC00633241,Inactive,
ZINC23533229,Inactive,
ZINC02618903,Inactive,
ZINC18618142,Inactive,
ZINC00699841,Inactive,
ZINC15319553,Inactive,
ZINC02672563,Inactive,
ZINC22820060,Inactive,
ZINC13097392,Inactive,
ZINC06015603,Inactive,
ZINC09293530,Inactive,
ZINC03150581,Inactive,
ZINC03784127,Inactive,
ZINC12858745,Inactive,
ZINC19645807,Inactive,
ZINC03216540,Inactive,
ZINC19740207,Inactive,
ZINC23990616,Inactive,
ZINC08899576,Inactive,
ZINC16923869,Inactive,
ZINC01827353,Inactive,
ZINC22327387,Inactive,
ZINC11072971,Inactive,
ZINC08450916,Inactive,
ZINC26167380,Inactive,
ZINC23566832,Inactive,
ZINC02400825,Inactive,
ZINC03168643,Inactive,
ZINC20676022,Inactive,
ZINC15319411,Inactive,
ZINC11406248,Inactive,
ZINC09424564,Inactive,
ZINC17263287,Inactive,
ZINC02185404,Inactive,
ZINC10615369,Inactive,
ZINC27200648,Inactive,
ZINC03226584,Inactive,
ZINC14585417,Inactive,
ZINC11867620,Inactive,
ZINC02962158,Inactive,
ZINC04213734,Inactive,
ZINC08386048,Inactive,
ZINC23623887,Inactive,
ZINC23316806,Inactive,
ZINC05014619,Inactive,
ZINC29646870,Inactive,
ZINC08967627,Inactive,
ZINC13561911,Inactive,
ZINC06472191,Inactive,
ZINC09941713,Inactive,
ZINC02753207,Inactive,
ZINC02618306,Inactive,
ZINC28615430,Inactive,
ZINC13868497,Inactive,
ZINC22373960,Inactive,
