mol_name,activity,potency
CHEMBL62193,Inactive,2
CHEMBL621,Inactive,2
CHEMBL622,Inactive,2
CHEMBL625,Inactive,2
CHEMBL6273,Inactive,2
CHEMBL628,Inactive,2
CHEMBL629,Inactive,2
CHEMBL631,Inactive,2
CHEMBL632,Inactive,2
CHEMBL63323,Inactive,2
CHEMBL633,Inactive,2
CHEMBL63560,Inactive,2
CHEMBL635,Inactive,2
CHEMBL637,Inactive,2
CHEMBL640,Inactive,2
CHEMBL642,Inactive,2
CHEMBL6437,Inactive,2
CHEMBL64391,Inactive,2
CHEMBL643,Inactive,2
CHEMBL6466,Inactive,2
CHEMBL64894,Inactive,2
CHEMBL648,Inactive,2
CHEMBL649,Inactive,2
CHEMBL64,Inactive,2
CHEMBL650,Inactive,2
CHEMBL657,Inactive,2
CHEMBL659,Inactive,2
CHEMBL65,Inactive,2
CHEMBL660,Inactive,2
CHEMBL661,Inactive,2
CHEMBL666,Inactive,2
CHEMBL672,Inactive,2
CHEMBL679,Inactive,2
CHEMBL683,Inactive,2
CHEMBL685,Inactive,2
CHEMBL686,Inactive,2
CHEMBL689,Inactive,2
CHEMBL690,Inactive,2
CHEMBL691,Inactive,2
CHEMBL695,Inactive,2
CHEMBL6966,Inactive,2
CHEMBL696,Inactive,2
CHEMBL698,Inactive,2
CHEMBL6,Inactive,2
CHEMBL7002,Inactive,2
CHEMBL701,Inactive,2
CHEMBL702,Inactive,2
CHEMBL70586,Inactive,2
CHEMBL707,Inactive,2
CHEMBL70927,Inactive,2
CHEMBL710,Inactive,2
CHEMBL711,Inactive,2
CHEMBL712,Inactive,2
CHEMBL714,Inactive,2
CHEMBL715,Inactive,2
CHEMBL716,Inactive,2
CHEMBL717,Inactive,2
CHEMBL71,Inactive,2
CHEMBL720,Inactive,2
CHEMBL723,Inactive,2
CHEMBL726,Inactive,2
CHEMBL727,Inactive,2
CHEMBL728,Inactive,2
CHEMBL72,Inactive,2
CHEMBL741,Inactive,2
CHEMBL742,Inactive,2
CHEMBL744,Inactive,2
CHEMBL74667,Inactive,5
CHEMBL748,Inactive,2
CHEMBL75435,Inactive,2
CHEMBL7568,Inactive,2
CHEMBL757,Inactive,2
CHEMBL75880,Inactive,2
CHEMBL75,Inactive,2
CHEMBL762,Inactive,2
CHEMBL765,Inactive,2
CHEMBL768,Inactive,2
CHEMBL76904,Inactive,2
CHEMBL772,Inactive,2
CHEMBL773,Inactive,2
CHEMBL77675,Inactive,2
CHEMBL783,Inactive,2
CHEMBL787,Inactive,2
CHEMBL788,Inactive,2
CHEMBL799,Inactive,2
CHEMBL79,Inactive,2
CHEMBL802,Inactive,2
CHEMBL803,Inactive,2
CHEMBL806,Inactive,2
CHEMBL808,Inactive,2
CHEMBL809,Inactive,2
CHEMBL80,Inactive,2
CHEMBL817,Inactive,2
CHEMBL81977,Inactive,2
CHEMBL81,Inactive,2
CHEMBL820,Inactive,2
CHEMBL822,Inactive,2
CHEMBL826,Inactive,2
CHEMBL828,Inactive,2
CHEMBL832,Inactive,2
CHEMBL833,Inactive,2
CHEMBL83668,Inactive,2
CHEMBL838,Inactive,2
CHEMBL83,Inactive,2
CHEMBL84158,Inactive,2
CHEMBL841,Inactive,2
CHEMBL844,Inactive,2
CHEMBL84,Inactive,2
CHEMBL850,Inactive,2
CHEMBL852,Inactive,2
CHEMBL856,Inactive,2
CHEMBL85728,Inactive,2
CHEMBL85,Inactive,2
CHEMBL862,Inactive,2
CHEMBL86304,Inactive,2
CHEMBL8659,Inactive,2
CHEMBL865,Inactive,2
CHEMBL866,Inactive,2
CHEMBL86754,Inactive,2
CHEMBL86,Inactive,2
CHEMBL870,Inactive,2
CHEMBL871,Inactive,2
CHEMBL87285,Inactive,2
CHEMBL877,Inactive,2
CHEMBL878,Inactive,2
CHEMBL880,Inactive,2
CHEMBL888,Inactive,2
CHEMBL88,Inactive,2
CHEMBL891,Inactive,2
CHEMBL894,Inactive,2
CHEMBL895,Inactive,2
CHEMBL897,Inactive,2
CHEMBL898,Inactive,2
CHEMBL8,Inactive,2
CHEMBL900,Inactive,2
CHEMBL902,Inactive,2
CHEMBL90555,Inactive,2
CHEMBL914,Inactive,2
CHEMBL917,Inactive,2
CHEMBL918,Inactive,2
CHEMBL91,Inactive,2
CHEMBL923,Inactive,2
CHEMBL92401,Inactive,2
CHEMBL926,Inactive,2
CHEMBL932,Inactive,2
CHEMBL934,Inactive,2
CHEMBL93645,Inactive,2
CHEMBL936,Inactive,2
CHEMBL93,Inactive,2
CHEMBL940,Inactive,2
CHEMBL9419,Inactive,2
CHEMBL941,Inactive,2
CHEMBL942,Inactive,2
CHEMBL945,Inactive,2
CHEMBL94,Inactive,2
CHEMBL9514,Inactive,2
CHEMBL954,Inactive,2
CHEMBL95764,Inactive,2
CHEMBL959,Inactive,2
CHEMBL95,Inactive,2
CHEMBL960,Inactive,2
CHEMBL964,Inactive,2
CHEMBL972,Inactive,2
CHEMBL975,Inactive,2
CHEMBL976,Inactive,2
CHEMBL980,Inactive,2
CHEMBL98350,Inactive,2
CHEMBL983,Inactive,2
CHEMBL989,Inactive,2
CHEMBL98,Inactive,5
CHEMBL990,Inactive,2
CHEMBL991,Inactive,2
CHEMBL998,Inactive,2
CHEMBL9,Inactive,2
