mol_name,activity,potency
DECOY8468,Inactive,2
DECOY3087,Inactive,2
DECOY7864,Inactive,2
DECOY3874,Inactive,2
DECOY256,Inactive,2
DECOY2646,Inactive,2
DECOY8002,Inactive,2
DECOY1111,Inactive,2
DECOY1210,Inactive,2
DECOY7651,Inactive,2
DECOY5835,Inactive,2
DECOY3992,Inactive,2
DECOY4641,Inactive,2
DECOY4065,Inactive,2
DECOY7251,Inactive,2
DECOY4579,Inactive,2
DECOY4425,Inactive,2
DECOY6498,Inactive,2
DECOY3726,Inactive,2
DECOY6315,Inactive,2
DECOY2068,Inactive,2
DECOY40,Inactive,2
DECOY8043,Inactive,2
DECOY8372,Inactive,2
DECOY6168,Inactive,2
DECOY2422,Inactive,2
DECOY1396,Inactive,2
DECOY144,Inactive,2
DECOY3138,Inactive,2
DECOY4979,Inactive,2
DECOY893,Inactive,2
CHEMBL3633860,Inactive,5.668
DECOY6822,Inactive,2
DECOY3312,Inactive,2
DECOY5197,Inactive,2
DECOY4995,Inactive,2
DECOY7605,Inactive,2
DECOY8101,Inactive,2
DECOY2191,Inactive,2
DECOY909,Inactive,2
DECOY4923,Inactive,2
DECOY3807,Inactive,2
DECOY7837,Inactive,2
DECOY8093,Inactive,2
DECOY5420,Inactive,2
DECOY551,Inactive,2
DECOY2392,Inactive,2
DECOY2764,Inactive,2
DECOY3389,Inactive,2
DECOY910,Inactive,2
DECOY5898,Inactive,2
DECOY2838,Inactive,2
DECOY2208,Inactive,2
DECOY2759,Inactive,2
DECOY5188,Inactive,2
DECOY3611,Inactive,2
DECOY7754,Inactive,2
DECOY5646,Inactive,2
CHEMBL157336,Inactive,5.51366666666667
DECOY3260,Inactive,2
DECOY1268,Inactive,2
DECOY2360,Inactive,2
DECOY6405,Inactive,2
DECOY7835,Inactive,2
DECOY5038,Inactive,2
DECOY5753,Inactive,2
DECOY2475,Inactive,2
DECOY2388,Inactive,2
DECOY4610,Inactive,2
DECOY6839,Inactive,2
DECOY2325,Inactive,2
DECOY10,Inactive,2
CHEMBL148907,Inactive,2.754
DECOY5603,Inactive,2
DECOY5951,Inactive,2
DECOY2910,Inactive,2
DECOY1897,Inactive,2
DECOY2795,Inactive,2
DECOY2651,Inactive,2
DECOY1483,Inactive,2
DECOY4023,Inactive,2
DECOY1592,Inactive,2
DECOY6347,Inactive,2
DECOY2531,Inactive,2
DECOY1230,Inactive,2
DECOY2440,Inactive,2
DECOY1502,Inactive,2
DECOY8125,Inactive,2
DECOY7264,Inactive,2
DECOY1481,Inactive,2
CHEMBL537388,Inactive,4.456
DECOY378,Inactive,2
DECOY6544,Inactive,2
DECOY1320,Inactive,2
DECOY903,Inactive,2
DECOY6060,Inactive,2
DECOY5760,Inactive,2
DECOY2540,Inactive,2
DECOY5433,Inactive,2
DECOY7879,Inactive,2
DECOY7446,Inactive,2
DECOY5936,Inactive,2
DECOY3005,Inactive,2
DECOY2091,Inactive,2
DECOY1405,Inactive,2
DECOY3378,Inactive,2
DECOY6935,Inactive,2
DECOY1637,Inactive,2
DECOY2069,Inactive,2
DECOY4461,Inactive,2
CHEMBL322791,Inactive,4.854
DECOY2633,Inactive,2
DECOY3775,Inactive,2
DECOY8097,Inactive,2
DECOY7553,Inactive,2
DECOY4152,Inactive,2
DECOY6049,Inactive,2
DECOY6068,Inactive,2
DECOY5670,Inactive,2
DECOY8209,Inactive,2
DECOY7898,Inactive,2
DECOY5115,Inactive,2
DECOY7301,Inactive,2
DECOY4064,Inactive,2
DECOY3590,Inactive,2
DECOY2237,Inactive,2
DECOY7148,Inactive,2
DECOY2146,Inactive,2
DECOY5767,Inactive,2
DECOY3506,Inactive,2
DECOY3428,Inactive,2
DECOY1328,Inactive,2
DECOY949,Inactive,2
DECOY3352,Inactive,2
DECOY175,Inactive,2
DECOY4419,Inactive,2
DECOY1999,Inactive,2
DECOY4809,Inactive,2
DECOY499,Inactive,2
DECOY8212,Inactive,2
DECOY3046,Inactive,2
DECOY2407,Inactive,2
DECOY2902,Inactive,2
DECOY3780,Inactive,2
DECOY186,Inactive,2
DECOY7550,Inactive,2
DECOY6534,Inactive,2
DECOY5761,Inactive,2
DECOY6555,Inactive,2
DECOY3151,Inactive,2
DECOY3651,Inactive,2
DECOY5548,Inactive,2
DECOY655,Inactive,2
DECOY8346,Inactive,2
DECOY1711,Inactive,2
DECOY2265,Inactive,2
DECOY3314,Inactive,2
DECOY887,Inactive,2
DECOY6105,Inactive,2
DECOY3578,Inactive,2
DECOY6526,Inactive,2
DECOY2572,Inactive,2
DECOY1478,Inactive,2
DECOY3961,Inactive,2
DECOY5145,Inactive,2
DECOY8067,Inactive,2
DECOY4288,Inactive,2
DECOY7113,Inactive,2
DECOY235,Inactive,2
DECOY3363,Inactive,2
DECOY150,Inactive,2
DECOY1436,Inactive,2
DECOY8440,Inactive,2
DECOY5917,Inactive,2
DECOY2444,Inactive,2
DECOY3263,Inactive,2
DECOY6332,Inactive,2
DECOY2999,Inactive,2
DECOY2505,Inactive,2
DECOY7973,Inactive,2
DECOY4707,Inactive,2
DECOY1845,Inactive,2
DECOY1629,Inactive,2
DECOY114,Inactive,2
DECOY8274,Inactive,2
DECOY4810,Inactive,2
DECOY2369,Inactive,2
DECOY2143,Inactive,2
DECOY8092,Inactive,2
DECOY6441,Inactive,2
DECOY7623,Inactive,2
DECOY2837,Inactive,2
DECOY7933,Inactive,2
DECOY6637,Inactive,2
DECOY2348,Inactive,2
DECOY7176,Inactive,2
DECOY3173,Inactive,2
DECOY6120,Inactive,2
DECOY3460,Inactive,2
DECOY7783,Inactive,2
DECOY7142,Inactive,2
DECOY2545,Inactive,2
DECOY1875,Inactive,2
DECOY3224,Inactive,2
DECOY2927,Inactive,2
DECOY6629,Inactive,2
DECOY3437,Inactive,2
DECOY2551,Inactive,2
DECOY36,Inactive,2
DECOY4533,Inactive,2
DECOY8005,Inactive,2
DECOY3923,Inactive,2
DECOY7887,Inactive,2
DECOY8070,Inactive,2
DECOY2092,Inactive,2
DECOY2889,Inactive,2
DECOY153,Inactive,2
DECOY6666,Inactive,2
DECOY5114,Inactive,2
DECOY1064,Inactive,2
DECOY4151,Inactive,2
DECOY6114,Inactive,2
DECOY4519,Inactive,2
DECOY511,Inactive,2
DECOY1683,Inactive,2
DECOY3229,Inactive,2
DECOY2784,Inactive,2
DECOY6528,Inactive,2
DECOY2248,Inactive,2
DECOY7701,Inactive,2
DECOY7427,Inactive,2
DECOY8285,Inactive,2
DECOY2251,Inactive,2
DECOY2722,Inactive,2
DECOY8143,Inactive,2
DECOY2195,Inactive,2
DECOY5682,Inactive,2
DECOY69,Inactive,2
DECOY1810,Inactive,2
DECOY1197,Inactive,2
DECOY5474,Inactive,2
DECOY206,Inactive,2
DECOY4823,Inactive,2
DECOY7586,Inactive,2
DECOY5388,Inactive,2
DECOY7735,Inactive,2
DECOY6792,Inactive,2
DECOY6964,Inactive,2
DECOY3810,Inactive,2
DECOY1765,Inactive,2
DECOY4931,Inactive,2
DECOY6849,Inactive,2
DECOY6530,Inactive,2
DECOY1055,Inactive,2
DECOY7778,Inactive,2
DECOY8284,Inactive,2
DECOY4451,Inactive,2
DECOY1551,Inactive,2
DECOY1992,Inactive,2
DECOY4919,Inactive,2
DECOY8321,Inactive,2
DECOY5834,Inactive,2
DECOY5686,Inactive,2
DECOY5017,Inactive,2
DECOY2368,Inactive,2
DECOY1682,Inactive,2
DECOY2483,Inactive,2
DECOY7702,Inactive,2
DECOY6170,Inactive,2
DECOY4765,Inactive,2
DECOY3096,Inactive,2
DECOY2569,Inactive,2
DECOY6924,Inactive,2
DECOY1939,Inactive,2
DECOY7873,Inactive,2
DECOY4595,Inactive,2
DECOY259,Inactive,2
DECOY1546,Inactive,2
DECOY4388,Inactive,2
DECOY6064,Inactive,2
DECOY5317,Inactive,2
DECOY3777,Inactive,2
DECOY4784,Inactive,2
DECOY2602,Inactive,2
DECOY6641,Inactive,2
DECOY3971,Inactive,2
DECOY7946,Inactive,2
DECOY1530,Inactive,2
DECOY4131,Inactive,2
DECOY4914,Inactive,2
DECOY5716,Inactive,2
DECOY6084,Inactive,2
DECOY2137,Inactive,2
DECOY2641,Inactive,2
DECOY5001,Inactive,2
DECOY1958,Inactive,2
DECOY4115,Inactive,2
DECOY8349,Inactive,2
DECOY5142,Inactive,2
DECOY4945,Inactive,2
DECOY892,Inactive,2
DECOY1630,Inactive,2
DECOY3257,Inactive,2
DECOY2336,Inactive,2
DECOY17,Inactive,2
DECOY5352,Inactive,2
DECOY3106,Inactive,2
DECOY5985,Inactive,2
DECOY1415,Inactive,2
DECOY4972,Inactive,2
DECOY2033,Inactive,2
DECOY1272,Inactive,2
DECOY7503,Inactive,2
DECOY5063,Inactive,2
DECOY7954,Inactive,2
DECOY676,Inactive,2
DECOY8369,Inactive,2
DECOY859,Inactive,2
DECOY4261,Inactive,2
DECOY5170,Inactive,2
DECOY1446,Inactive,2
DECOY8146,Inactive,2
DECOY5581,Inactive,2
DECOY4541,Inactive,2
DECOY179,Inactive,2
DECOY8418,Inactive,2
DECOY6416,Inactive,2
DECOY5121,Inactive,2
DECOY3036,Inactive,2
DECOY4227,Inactive,2
DECOY87,Inactive,2
DECOY5005,Inactive,2
DECOY1520,Inactive,2
DECOY371,Inactive,2
DECOY7302,Inactive,2
DECOY4066,Inactive,2
DECOY2577,Inactive,2
DECOY4129,Inactive,2
DECOY2102,Inactive,2
DECOY8160,Inactive,2
DECOY2431,Inactive,2
CHEMBL147699,Inactive,3.357
DECOY403,Inactive,2
DECOY4497,Inactive,2
DECOY793,Inactive,2
DECOY3580,Inactive,2
DECOY3860,Inactive,2
DECOY6767,Inactive,2
DECOY3464,Inactive,2
DECOY6552,Inactive,2
DECOY8088,Inactive,2
DECOY1072,Inactive,2
DECOY6753,Inactive,2
DECOY5632,Inactive,2
DECOY161,Inactive,2
DECOY1236,Inactive,2
DECOY4262,Inactive,2
DECOY8328,Inactive,2
DECOY5181,Inactive,2
DECOY5329,Inactive,2
DECOY7159,Inactive,2
DECOY8193,Inactive,2
DECOY2436,Inactive,2
DECOY7450,Inactive,2
DECOY1892,Inactive,2
DECOY4575,Inactive,2
DECOY5941,Inactive,2
DECOY7171,Inactive,2
DECOY7524,Inactive,2
DECOY5434,Inactive,2
DECOY4489,Inactive,2
DECOY3612,Inactive,2
DECOY1842,Inactive,2
DECOY7127,Inactive,2
DECOY2818,Inactive,2
DECOY5210,Inactive,2
DECOY772,Inactive,2
DECOY3477,Inactive,2
DECOY867,Inactive,2
DECOY7501,Inactive,2
DECOY4453,Inactive,2
DECOY6584,Inactive,2
DECOY4296,Inactive,2
DECOY2488,Inactive,2
DECOY6036,Inactive,2
DECOY1987,Inactive,2
DECOY3076,Inactive,2
DECOY8385,Inactive,2
CHEMBL4082185,Inactive,5.53
DECOY8423,Inactive,2
DECOY7907,Inactive,2
DECOY5858,Inactive,2
DECOY7932,Inactive,2
DECOY8100,Inactive,2
DECOY536,Inactive,2
DECOY71,Inactive,2
DECOY2284,Inactive,2
DECOY6421,Inactive,2
DECOY7903,Inactive,2
DECOY1199,Inactive,2
DECOY4022,Inactive,2
DECOY5499,Inactive,2
CHEMBL147346,Inactive,3.678
DECOY5296,Inactive,2
DECOY3683,Inactive,2
DECOY392,Inactive,2
DECOY4894,Inactive,2
DECOY4908,Inactive,2
DECOY5049,Inactive,2
DECOY59,Inactive,2
DECOY7893,Inactive,2
DECOY4992,Inactive,2
DECOY6755,Inactive,2
DECOY3873,Inactive,2
DECOY7644,Inactive,2
DECOY4622,Inactive,2
DECOY8357,Inactive,2
DECOY57,Inactive,2
DECOY6701,Inactive,2
DECOY7037,Inactive,2
DECOY4546,Inactive,2
DECOY792,Inactive,2
DECOY4673,Inactive,2
DECOY5086,Inactive,2
DECOY2846,Inactive,2
DECOY119,Inactive,2
DECOY2389,Inactive,2
DECOY2481,Inactive,2
DECOY1838,Inactive,2
DECOY1237,Inactive,2
DECOY2399,Inactive,2
DECOY4474,Inactive,2
DECOY3120,Inactive,2
DECOY1175,Inactive,2
DECOY2869,Inactive,2
DECOY6864,Inactive,2
DECOY7748,Inactive,2
DECOY3358,Inactive,2
DECOY2882,Inactive,2
DECOY5598,Inactive,2
DECOY7594,Inactive,2
DECOY3339,Inactive,2
DECOY3887,Inactive,2
DECOY4052,Inactive,2
DECOY2104,Inactive,2
DECOY2933,Inactive,2
DECOY4058,Inactive,2
DECOY3213,Inactive,2
DECOY698,Inactive,2
DECOY4319,Inactive,2
DECOY4314,Inactive,2
DECOY2993,Inactive,2
DECOY2867,Inactive,2
DECOY3740,Inactive,2
DECOY4399,Inactive,2
DECOY4540,Inactive,2
DECOY2598,Inactive,2
DECOY4403,Inactive,2
DECOY8458,Inactive,2
DECOY7420,Inactive,2
DECOY3712,Inactive,2
DECOY8482,Inactive,2
DECOY5356,Inactive,2
DECOY1509,Inactive,2
DECOY5993,Inactive,2
DECOY2291,Inactive,2
DECOY891,Inactive,2
DECOY325,Inactive,2
DECOY2983,Inactive,2
DECOY1966,Inactive,2
DECOY3145,Inactive,2
DECOY6871,Inactive,2
DECOY2762,Inactive,2
DECOY658,Inactive,2
CHEMBL3288094,Inactive,3.699
DECOY5821,Inactive,2
DECOY8367,Inactive,2
DECOY3088,Inactive,2
DECOY7698,Inactive,2
DECOY4359,Inactive,2
DECOY6096,Inactive,2
DECOY2391,Inactive,2
DECOY6325,Inactive,2
DECOY5699,Inactive,2
DECOY1895,Inactive,2
DECOY4846,Inactive,2
DECOY5398,Inactive,2
DECOY595,Inactive,2
DECOY2985,Inactive,2
DECOY1420,Inactive,2
DECOY3672,Inactive,2
DECOY577,Inactive,2
DECOY2320,Inactive,2
CHEMBL150054,Inactive,3.088
DECOY5459,Inactive,2
DECOY7248,Inactive,2
DECOY3496,Inactive,2
DECOY1647,Inactive,2
DECOY2510,Inactive,2
DECOY2103,Inactive,2
DECOY4123,Inactive,2
DECOY6966,Inactive,2
DECOY4758,Inactive,2
CHEMBL4167804,Inactive,4.144
DECOY4740,Inactive,2
DECOY4952,Inactive,2
DECOY1080,Inactive,2
DECOY2653,Inactive,2
DECOY3250,Inactive,2
CHEMBL344593,Inactive,5.294
DECOY4458,Inactive,2
DECOY2394,Inactive,2
DECOY4226,Inactive,2
DECOY5757,Inactive,2
DECOY3113,Inactive,2
DECOY1127,Inactive,2
DECOY2636,Inactive,2
DECOY3819,Inactive,2
DECOY6835,Inactive,2
DECOY3360,Inactive,2
DECOY158,Inactive,2
DECOY6244,Inactive,2
DECOY1854,Inactive,2
DECOY5080,Inactive,2
DECOY8472,Inactive,2
DECOY7563,Inactive,2
DECOY1399,Inactive,2
DECOY3963,Inactive,2
DECOY7690,Inactive,2
DECOY4871,Inactive,2
DECOY2005,Inactive,2
DECOY3201,Inactive,2
DECOY2715,Inactive,2
DECOY4936,Inactive,2
DECOY5226,Inactive,2
DECOY3848,Inactive,2
DECOY4173,Inactive,2
DECOY2362,Inactive,2
DECOY6121,Inactive,2
DECOY5865,Inactive,2
DECOY5219,Inactive,2
DECOY2533,Inactive,2
DECOY8291,Inactive,2
DECOY2324,Inactive,2
DECOY4322,Inactive,2
DECOY5787,Inactive,2
DECOY4197,Inactive,2
DECOY3662,Inactive,2
DECOY6586,Inactive,2
DECOY5267,Inactive,2
DECOY1981,Inactive,2
DECOY7023,Inactive,2
DECOY2684,Inactive,2
DECOY4014,Inactive,2
DECOY2663,Inactive,2
DECOY436,Inactive,2
DECOY5774,Inactive,2
DECOY3008,Inactive,2
DECOY1751,Inactive,2
DECOY413,Inactive,2
DECOY4228,Inactive,2
DECOY6878,Inactive,2
DECOY445,Inactive,2
DECOY63,Inactive,2
DECOY6385,Inactive,2
DECOY4449,Inactive,2
DECOY4770,Inactive,2
DECOY1255,Inactive,2
CHEMBL3311544,Inactive,5.027
DECOY4632,Inactive,2
DECOY2461,Inactive,2
DECOY2082,Inactive,2
DECOY4344,Inactive,2
DECOY7067,Inactive,2
DECOY2072,Inactive,2
DECOY5030,Inactive,2
DECOY1259,Inactive,2
DECOY3990,Inactive,2
DECOY7577,Inactive,2
DECOY1870,Inactive,2
DECOY3791,Inactive,2
DECOY6517,Inactive,2
DECOY554,Inactive,2
DECOY2542,Inactive,2
DECOY4374,Inactive,2
DECOY7482,Inactive,2
DECOY565,Inactive,2
DECOY3659,Inactive,2
DECOY4748,Inactive,2
DECOY553,Inactive,2
DECOY1128,Inactive,2
DECOY962,Inactive,2
DECOY6562,Inactive,2
DECOY4446,Inactive,2
DECOY3043,Inactive,2
DECOY2233,Inactive,2
DECOY3645,Inactive,2
DECOY6705,Inactive,2
DECOY1187,Inactive,2
DECOY7762,Inactive,2
DECOY7792,Inactive,2
DECOY7244,Inactive,2
DECOY1159,Inactive,2
DECOY5233,Inactive,2
DECOY2685,Inactive,2
DECOY8426,Inactive,2
DECOY1912,Inactive,2
DECOY3453,Inactive,2
DECOY4237,Inactive,2
DECOY2184,Inactive,2
DECOY6790,Inactive,2
DECOY1331,Inactive,2
DECOY5229,Inactive,2
DECOY3886,Inactive,2
DECOY8407,Inactive,2
DECOY8493,Inactive,2
DECOY2581,Inactive,2
DECOY4409,Inactive,2
DECOY8264,Inactive,2
DECOY5742,Inactive,2
DECOY7968,Inactive,2
DECOY672,Inactive,2
DECOY8408,Inactive,2
DECOY2561,Inactive,2
DECOY4025,Inactive,2
DECOY5278,Inactive,2
DECOY6272,Inactive,2
DECOY3983,Inactive,2
DECOY3080,Inactive,2
DECOY2333,Inactive,2
DECOY4592,Inactive,2
DECOY8348,Inactive,2
DECOY8202,Inactive,2
DECOY5945,Inactive,2
DECOY3834,Inactive,2
DECOY479,Inactive,2
DECOY302,Inactive,2
DECOY2009,Inactive,2
DECOY4660,Inactive,2
DECOY2012,Inactive,2
DECOY1289,Inactive,2
DECOY7630,Inactive,2
DECOY7154,Inactive,2
DECOY6220,Inactive,2
DECOY1604,Inactive,2
DECOY1573,Inactive,2
DECOY2739,Inactive,2
DECOY248,Inactive,2
DECOY1649,Inactive,2
DECOY4348,Inactive,2
DECOY5517,Inactive,2
DECOY5034,Inactive,2
DECOY1903,Inactive,2
DECOY6437,Inactive,2
DECOY5389,Inactive,2
DECOY3017,Inactive,2
DECOY3209,Inactive,2
DECOY5380,Inactive,2
DECOY6759,Inactive,2
DECOY782,Inactive,2
DECOY6489,Inactive,2
DECOY112,Inactive,2
DECOY786,Inactive,2
DECOY6044,Inactive,2
DECOY3205,Inactive,2
DECOY3188,Inactive,2
DECOY6080,Inactive,2
DECOY1677,Inactive,2
DECOY771,Inactive,2
DECOY1505,Inactive,2
DECOY6438,Inactive,2
DECOY6537,Inactive,2
DECOY4510,Inactive,2
DECOY6794,Inactive,2
DECOY2243,Inactive,2
DECOY3297,Inactive,2
DECOY972,Inactive,2
DECOY2313,Inactive,2
DECOY1397,Inactive,2
DECOY6326,Inactive,2
DECOY3634,Inactive,2
DECOY6591,Inactive,2
DECOY3362,Inactive,2
DECOY1476,Inactive,2
DECOY1745,Inactive,2
DECOY4457,Inactive,2
DECOY2200,Inactive,2
DECOY7227,Inactive,2
DECOY4808,Inactive,2
DECOY6270,Inactive,2
DECOY3411,Inactive,2
DECOY386,Inactive,2
DECOY6311,Inactive,2
DECOY6396,Inactive,2
DECOY6482,Inactive,2
DECOY691,Inactive,2
DECOY2711,Inactive,2
DECOY2945,Inactive,2
DECOY666,Inactive,2
DECOY7531,Inactive,2
DECOY6228,Inactive,2
DECOY1125,Inactive,2
DECOY6677,Inactive,2
DECOY763,Inactive,2
DECOY7697,Inactive,2
DECOY5239,Inactive,2
DECOY5252,Inactive,2
DECOY5107,Inactive,2
DECOY3974,Inactive,2
DECOY298,Inactive,2
DECOY3147,Inactive,2
DECOY3140,Inactive,2
DECOY6894,Inactive,2
DECOY1851,Inactive,2
DECOY1905,Inactive,2
DECOY222,Inactive,2
DECOY6779,Inactive,2
DECOY5397,Inactive,2
DECOY476,Inactive,2
DECOY7861,Inactive,2
DECOY1325,Inactive,2
DECOY5310,Inactive,2
DECOY4326,Inactive,2
DECOY1820,Inactive,2
DECOY1382,Inactive,2
DECOY7310,Inactive,2
DECOY8297,Inactive,2
DECOY4143,Inactive,2
DECOY5782,Inactive,2
DECOY7641,Inactive,2
DECOY5277,Inactive,2
DECOY625,Inactive,2
DECOY5424,Inactive,2
DECOY3970,Inactive,2
DECOY8158,Inactive,2
DECOY8302,Inactive,2
DECOY4980,Inactive,2
DECOY900,Inactive,2
DECOY663,Inactive,2
DECOY4132,Inactive,2
DECOY5546,Inactive,2
DECOY4745,Inactive,2
DECOY4551,Inactive,2
DECOY2804,Inactive,2
DECOY5876,Inactive,2
DECOY4531,Inactive,2
DECOY352,Inactive,2
CHEMBL3604352,Inactive,5.31
DECOY3210,Inactive,2
DECOY3086,Inactive,2
DECOY7318,Inactive,2
CHEMBL3288082,Inactive,4.0355
DECOY3301,Inactive,2
DECOY4771,Inactive,2
DECOY919,Inactive,2
CHEMBL146674,Inactive,2.762
DECOY1976,Inactive,2
DECOY349,Inactive,2
DECOY1045,Inactive,2
DECOY3350,Inactive,2
DECOY3795,Inactive,2
DECOY944,Inactive,2
DECOY4636,Inactive,2
DECOY107,Inactive,2
DECOY7007,Inactive,2
DECOY2968,Inactive,2
DECOY1283,Inactive,2
DECOY540,Inactive,2
DECOY473,Inactive,2
DECOY840,Inactive,2
DECOY6298,Inactive,2
DECOY2434,Inactive,2
DECOY2741,Inactive,2
DECOY5639,Inactive,2
DECOY5160,Inactive,2
DECOY7111,Inactive,2
DECOY3403,Inactive,2
DECOY7077,Inactive,2
DECOY1703,Inactive,2
DECOY1681,Inactive,2
DECOY5860,Inactive,2
DECOY3704,Inactive,2
DECOY3649,Inactive,2
DECOY6912,Inactive,2
DECOY5000,Inactive,2
DECOY6110,Inactive,2
DECOY2842,Inactive,2
DECOY6239,Inactive,2
DECOY280,Inactive,2
DECOY3788,Inactive,2
DECOY7562,Inactive,2
DECOY6008,Inactive,2
DECOY2717,Inactive,2
DECOY6742,Inactive,2
DECOY2716,Inactive,2
DECOY6449,Inactive,2
DECOY7896,Inactive,2
DECOY8315,Inactive,2
DECOY4798,Inactive,2
DECOY4423,Inactive,2
DECOY5616,Inactive,2
CHEMBL4064355,Inactive,5.678
DECOY5793,Inactive,2
DECOY1094,Inactive,2
DECOY7331,Inactive,2
DECOY1198,Inactive,2
DECOY3135,Inactive,2
DECOY564,Inactive,2
DECOY3895,Inactive,2
DECOY8252,Inactive,2
DECOY3430,Inactive,2
DECOY1596,Inactive,2
DECOY8227,Inactive,2
DECOY888,Inactive,2
DECOY7348,Inactive,2
DECOY468,Inactive,2
DECOY2515,Inactive,2
DECOY3530,Inactive,2
DECOY7476,Inactive,2
DECOY4376,Inactive,2
CHEMBL3604342,Inactive,4.31
DECOY5750,Inactive,2
DECOY4082,Inactive,2
DECOY2340,Inactive,2
DECOY1015,Inactive,2
DECOY8132,Inactive,2
CHEMBL3604355,Inactive,4.481
DECOY2890,Inactive,2
DECOY7359,Inactive,2
DECOY1615,Inactive,2
DECOY7024,Inactive,2
DECOY4393,Inactive,2
DECOY4480,Inactive,2
DECOY4651,Inactive,2
DECOY932,Inactive,2
DECOY1521,Inactive,2
DECOY5584,Inactive,2
DECOY683,Inactive,2
DECOY2173,Inactive,2
DECOY5831,Inactive,2
DECOY7419,Inactive,2
DECOY4418,Inactive,2
DECOY3993,Inactive,2
DECOY4523,Inactive,2
DECOY6252,Inactive,2
DECOY4093,Inactive,2
DECOY4956,Inactive,2
DECOY766,Inactive,2
DECOY4959,Inactive,2
DECOY7579,Inactive,2
DECOY4200,Inactive,2
DECOY5227,Inactive,2
DECOY4171,Inactive,2
DECOY6123,Inactive,2
DECOY2562,Inactive,2
DECOY2188,Inactive,2
DECOY6224,Inactive,2
DECOY5300,Inactive,2
DECOY1514,Inactive,2
DECOY4854,Inactive,2
DECOY6264,Inactive,2
DECOY7319,Inactive,2
DECOY2235,Inactive,2
DECOY1728,Inactive,2
DECOY2052,Inactive,2
DECOY8278,Inactive,2
DECOY5085,Inactive,2
DECOY3534,Inactive,2
DECOY4468,Inactive,2
DECOY2792,Inactive,2
DECOY1116,Inactive,2
DECOY7665,Inactive,2
DECOY7854,Inactive,2
DECOY1424,Inactive,2
DECOY8311,Inactive,2
DECOY6905,Inactive,2
DECOY6081,Inactive,2
DECOY8122,Inactive,2
DECOY6098,Inactive,2
DECOY2657,Inactive,2
DECOY7600,Inactive,2
CHEMBL146494,Inactive,3.072
DECOY4895,Inactive,2
DECOY5061,Inactive,2
DECOY6075,Inactive,2
DECOY220,Inactive,2
DECOY4246,Inactive,2
DECOY3227,Inactive,2
DECOY5723,Inactive,2
DECOY3150,Inactive,2
DECOY5360,Inactive,2
DECOY4083,Inactive,2
DECOY1099,Inactive,2
DECOY3366,Inactive,2
DECOY3348,Inactive,2
DECOY234,Inactive,2
DECOY3206,Inactive,2
DECOY588,Inactive,2
DECOY6362,Inactive,2
DECOY1627,Inactive,2
DECOY124,Inactive,2
DECOY4378,Inactive,2
DECOY7315,Inactive,2
DECOY2322,Inactive,2
DECOY4304,Inactive,2
DECOY1827,Inactive,2
DECOY2214,Inactive,2
CHEMBL3309346,Inactive,4.839
DECOY5088,Inactive,2
DECOY6863,Inactive,2
DECOY5092,Inactive,2
DECOY5353,Inactive,2
DECOY4669,Inactive,2
DECOY437,Inactive,2
DECOY699,Inactive,2
DECOY6786,Inactive,2
DECOY1083,Inactive,2
DECOY813,Inactive,2
DECOY3919,Inactive,2
CHEMBL4159886,Inactive,4.328
DECOY5169,Inactive,2
DECOY1869,Inactive,2
DECOY5752,Inactive,2
DECOY8465,Inactive,2
DECOY2105,Inactive,2
DECOY1084,Inactive,2
DECOY2361,Inactive,2
DECOY1591,Inactive,2
DECOY5168,Inactive,2
DECOY460,Inactive,2
DECOY2482,Inactive,2
DECOY5256,Inactive,2
DECOY3318,Inactive,2
DECOY4363,Inactive,2
DECOY6513,Inactive,2
DECOY4681,Inactive,2
DECOY3514,Inactive,2
DECOY6854,Inactive,2
DECOY3215,Inactive,2
DECOY1975,Inactive,2
DECOY3445,Inactive,2
DECOY3902,Inactive,2
DECOY5290,Inactive,2
DECOY4448,Inactive,2
DECOY6973,Inactive,2
DECOY7495,Inactive,2
DECOY5452,Inactive,2
DECOY3696,Inactive,2
DECOY5257,Inactive,2
DECOY5392,Inactive,2
DECOY5158,Inactive,2
DECOY6601,Inactive,2
DECOY6721,Inactive,2
DECOY3891,Inactive,2
DECOY238,Inactive,2
DECOY171,Inactive,2
DECOY1287,Inactive,2
DECOY1140,Inactive,2
DECOY1934,Inactive,2
CHEMBL4075849,Inactive,5.9
DECOY688,Inactive,2
DECOY1431,Inactive,2
DECOY4901,Inactive,2
DECOY3905,Inactive,2
DECOY6883,Inactive,2
DECOY2700,Inactive,2
DECOY3184,Inactive,2
DECOY2339,Inactive,2
DECOY2555,Inactive,2
DECOY3859,Inactive,2
DECOY738,Inactive,2
DECOY166,Inactive,2
DECOY139,Inactive,2
DECOY4741,Inactive,2
DECOY5928,Inactive,2
DECOY495,Inactive,2
DECOY4682,Inactive,2
DECOY4706,Inactive,2
DECOY796,Inactive,2
DECOY135,Inactive,2
DECOY3866,Inactive,2
DECOY1312,Inactive,2
DECOY652,Inactive,2
DECOY7096,Inactive,2
DECOY788,Inactive,2
DECOY6655,Inactive,2
DECOY3431,Inactive,2
DECOY847,Inactive,2
DECOY704,Inactive,2
DECOY875,Inactive,2
DECOY6204,Inactive,2
DECOY2813,Inactive,2
DECOY1022,Inactive,2
DECOY7785,Inactive,2
DECOY1114,Inactive,2
DECOY4537,Inactive,2
DECOY3655,Inactive,2
DECOY7961,Inactive,2
DECOY5135,Inactive,2
