mol_name,activity,potency
ZINC12529047,Inactive,
ZINC01237234,Inactive,
ZINC08427025,Inactive,
ZINC06601669,Inactive,
ZINC04068576,Inactive,
ZINC00846682,Inactive,
ZINC14944086,Inactive,
ZINC29565892,Inactive,
ZINC14943513,Inactive,
ZINC18181130,Inactive,
ZINC23357775,Inactive,
ZINC17014995,Inactive,
ZINC03251112,Inactive,
ZINC06906533,Inactive,
ZINC08439057,Inactive,
ZINC29069574,Inactive,
ZINC14943519,Inactive,
ZINC21039487,Inactive,
ZINC20907466,Inactive,
ZINC16671423,Inactive,
ZINC21080705,Inactive,
ZINC14946790,Inactive,
ZINC04068807,Inactive,
ZINC03270904,Inactive,
ZINC04063872,Inactive,
ZINC17307407,Inactive,
ZINC05124487,Inactive,
ZINC08448562,Inactive,
ZINC11321631,Inactive,
ZINC05085714,Inactive,
ZINC08398512,Inactive,
ZINC03618731,Inactive,
ZINC04282832,Inactive,
ZINC20833965,Inactive,
ZINC06135758,Inactive,
ZINC11296837,Inactive,
ZINC26837773,Inactive,
ZINC30961399,Inactive,
ZINC14040705,Inactive,
ZINC02637059,Inactive,
ZINC12103046,Inactive,
ZINC11298007,Inactive,
ZINC08438023,Inactive,
ZINC04044961,Inactive,
ZINC06472012,Inactive,
ZINC20424438,Inactive,
ZINC09269583,Inactive,
ZINC16675728,Inactive,
ZINC21075595,Inactive,
ZINC21082202,Inactive,
ZINC06041759,Inactive,
ZINC17307222,Inactive,
ZINC04287276,Inactive,
ZINC13998798,Inactive,
ZINC28568793,Inactive,
ZINC29492079,Inactive,
ZINC05063018,Inactive,
ZINC04261189,Inactive,
ZINC05542157,Inactive,
ZINC14957311,Inactive,
ZINC04990461,Inactive,
ZINC06146303,Inactive,
ZINC15186885,Inactive,
ZINC14410576,Inactive,
ZINC21084061,Inactive,
ZINC04048486,Inactive,
ZINC01287719,Inactive,
ZINC20909010,Inactive,
ZINC23555445,Inactive,
ZINC02132221,Inactive,
ZINC06599901,Inactive,
ZINC05891709,Inactive,
ZINC14942987,Inactive,
ZINC21907088,Inactive,
ZINC15456641,Inactive,
ZINC02728505,Inactive,
ZINC02203158,Inactive,
ZINC13624700,Inactive,
ZINC08941176,Inactive,
ZINC11793650,Inactive,
ZINC06320184,Inactive,
ZINC24981825,Inactive,
ZINC29965561,Inactive,
ZINC07201436,Inactive,
ZINC26961599,Inactive,
ZINC24983694,Inactive,
ZINC28724346,Inactive,
ZINC20176805,Inactive,
ZINC06826497,Inactive,
ZINC26104383,Inactive,
ZINC13614887,Inactive,
ZINC16019388,Inactive,
ZINC22057395,Inactive,
ZINC23966824,Inactive,
ZINC25200418,Inactive,
ZINC05040294,Inactive,
ZINC28664125,Inactive,
ZINC14783858,Inactive,
ZINC07431491,Inactive,
ZINC20863232,Inactive,
ZINC25582007,Inactive,
ZINC20941072,Inactive,
ZINC31104046,Inactive,
ZINC26941557,Inactive,
ZINC01650233,Inactive,
ZINC24296648,Inactive,
ZINC03146728,Inactive,
ZINC04098456,Inactive,
ZINC25444946,Inactive,
ZINC08629771,Inactive,
ZINC20171717,Inactive,
ZINC02857436,Inactive,
ZINC16689303,Inactive,
ZINC27376921,Inactive,
ZINC29884620,Inactive,
ZINC14276214,Inactive,
ZINC17102380,Inactive,
ZINC29976203,Inactive,
ZINC21081607,Inactive,
ZINC30644743,Inactive,
ZINC31570482,Inactive,
ZINC04360464,Inactive,
ZINC10535630,Inactive,
ZINC23379703,Inactive,
ZINC09229881,Inactive,
ZINC08465495,Inactive,
ZINC25212715,Inactive,
ZINC20832343,Inactive,
ZINC26773030,Inactive,
ZINC02520189,Inactive,
ZINC23370373,Inactive,
ZINC31842125,Inactive,
ZINC16225448,Inactive,
ZINC30831774,Inactive,
ZINC11783393,Inactive,
ZINC27812518,Inactive,
ZINC15548292,Inactive,
ZINC20958888,Inactive,
ZINC05478286,Inactive,
ZINC07078855,Inactive,
ZINC27189715,Inactive,
ZINC20117006,Inactive,
ZINC30606760,Inactive,
ZINC31452404,Inactive,
ZINC08795949,Inactive,
ZINC25117936,Inactive,
ZINC14431711,Inactive,
ZINC29374637,Inactive,
ZINC27395161,Inactive,
ZINC03038613,Inactive,
ZINC16327859,Inactive,
ZINC08729136,Inactive,
ZINC11582932,Inactive,
ZINC10194879,Inactive,
ZINC10751292,Inactive,
ZINC30454266,Inactive,
ZINC09827939,Inactive,
ZINC15042611,Inactive,
ZINC24959960,Inactive,
ZINC06449823,Inactive,
ZINC10136613,Inactive,
ZINC13039564,Inactive,
ZINC31399447,Inactive,
ZINC29352934,Inactive,
ZINC27529957,Inactive,
ZINC16855039,Inactive,
ZINC11854701,Inactive,
ZINC17109079,Inactive,
ZINC15348831,Inactive,
ZINC10012781,Inactive,
ZINC24014076,Inactive,
ZINC17361077,Inactive,
ZINC09897457,Inactive,
ZINC26302319,Inactive,
ZINC30727207,Inactive,
ZINC13968079,Inactive,
ZINC00980639,Inactive,
ZINC22902141,Inactive,
ZINC14568369,Inactive,
ZINC04211938,Inactive,
ZINC14447974,Inactive,
ZINC09812701,Inactive,
ZINC14563954,Inactive,
ZINC31953276,Inactive,
ZINC03294115,Inactive,
ZINC09425590,Inactive,
ZINC20058757,Inactive,
ZINC28137415,Inactive,
ZINC03053843,Inactive,
ZINC28995812,Inactive,
ZINC12554611,Inactive,
ZINC21353348,Inactive,
ZINC13978994,Inactive,
ZINC08947684,Inactive,
ZINC25982755,Inactive,
ZINC01617897,Inactive,
ZINC30803125,Inactive,
ZINC02313639,Inactive,
ZINC13634270,Inactive,
ZINC12621077,Inactive,
ZINC19637009,Inactive,
ZINC25695991,Inactive,
ZINC24170623,Inactive,
ZINC02495666,Inactive,
ZINC11032072,Inactive,
ZINC09968753,Inactive,
ZINC19636832,Inactive,
ZINC29424312,Inactive,
ZINC16060081,Inactive,
ZINC03281306,Inactive,
ZINC26564393,Inactive,
ZINC22372629,Inactive,
ZINC29430982,Inactive,
ZINC24550052,Inactive,
ZINC12531277,Inactive,
ZINC14042140,Inactive,
ZINC13128676,Inactive,
ZINC09897308,Inactive,
ZINC23226647,Inactive,
ZINC09967372,Inactive,
ZINC28215205,Inactive,
ZINC14831549,Inactive,
ZINC14836429,Inactive,
ZINC29714210,Inactive,
ZINC23875875,Inactive,
ZINC09742257,Inactive,
ZINC14524883,Inactive,
ZINC26792087,Inactive,
ZINC29901700,Inactive,
ZINC13501233,Inactive,
ZINC30778840,Inactive,
ZINC29724974,Inactive,
ZINC17163078,Inactive,
ZINC27855218,Inactive,
ZINC31067170,Inactive,
ZINC26406382,Inactive,
ZINC20528020,Inactive,
ZINC10219314,Inactive,
ZINC02655313,Inactive,
ZINC22965795,Inactive,
ZINC15314484,Inactive,
ZINC29666885,Inactive,
ZINC13623550,Inactive,
ZINC08794993,Inactive,
ZINC15909500,Inactive,
ZINC30016885,Inactive,
ZINC30137259,Inactive,
ZINC09130519,Inactive,
ZINC29802499,Inactive,
ZINC27559169,Inactive,
ZINC14745914,Inactive,
ZINC29096536,Inactive,
ZINC30792017,Inactive,
